Name,Algorithm,Domain 1,EXT,LEX_LVL,LLM,Library Segment,MF_count,Notes,Origin,PIL,Passage Version,Passage_Text,Revision_Type,Rollout_Number,Set,Source Model,Status,Synced,TONE_REC 1,Tier Type,Word Count
COR-HLT-002,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"Researchers have found that the placebo effect depends on real neurological mechanisms operating beneath conscious awareness. Although patients think they are being treated, expectation changes brain signaling and reduces pain. In trials, people given inactive pills still showed improvement over short periods. However, this response relied on brain areas tied to anticipation and emotional regulation. These findings indicate that medical results are shaped not only by drugs but also by mental processes affecting the body.",,12,2,ASA - LEG,Active,,,"COR-ENV-001, Tier 1",75
COR-ENV-008,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, businesses are moving away from single-use plastics in response to public concern and widespread support from consumers and retailers alike worldwide. Paper and recyclable packaging are promoted as greener options, particularly in highly visible consumer settings. Yet studies point to a complication: these materials often consume more water and energy during production, resulting in added strain on resources. As a result, this trend creates an ironic situation where environmental intentions fail to deliver clear ecological benefits.",,13,2,ESO,Active,,,Tier 1,78
COR-BIO-008,Missing,BIO,,,GPT,CORE,,,SYN,,v1.0,"Coral bleaching happens when warming seas disturb the partnership between corals and the tiny algae that live within them. Heat stress causes the algae to leave, stripping the coral of both its color and its main energy supply. In many tropical regions, extended temperature spikes have destroyed large reef areas within months. This pattern reveals how fragile the balance of marine life can be, and how a minor thermal change can lead to major ecological loss.",,14,2,ASA - LEG,Active,,,Tier 1,76
COR-HLT-012,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"While childhood immunization programs reduce disease, disputes over exemptions and parental autonomy continue to affect compliance, the routine following of school health requirements. In response, school vaccination mandates have been introduced to raise coverage and protect vulnerable children. The goal is to strengthen public health outcomes. However, critics note that strict enforcement can create resistance, inadvertently weakening trust. These effects suggest that mandatory rules may improve short-term results while complicating transparency and cooperation over time.",,15,2,ESO,Active,,,Tier 1,76
COR-ENV-001,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"Urban heat islands are often blamed on dense concrete, but vegetation coverage plays a less obvious and frequently misunderstood planning role. This is because cooling appears only after greenery reaches a clear threshold, due to combined shading and evaporation that operate at scale. Below that level, small plantings create little temperature change. Additionally, scattered trees can slow airflow and retain warmth. These patterns show that limited greening may fail to reduce urban heat.",,16,2,ASA - LEG,Active,,,Tier 1,73
COR-ENV-015,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"As climate change accelerates, nuclear power is being reconsidered for its reliability. This is because renewable energy, though cleaner, cannot always meet demand during shortages. Several nations are testing small modular reactors that require less fuel and space, because permitting is often simpler than for full-scale nuclear plants today. Furthermore, recycling methods are improving as engineers seek safer waste solutions. This pattern suggests that innovation can arise from necessity rather than from expansion alone.",,17,2,ESO,Inactive,,,Tier 1,74
COR-HLT-009,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"Research suggests that growing up in overly sanitized settings may unintentionally heighten autoimmune vulnerability. This is because a lack of microbial exposure can hinder the immune system’s ability to calibrate its defenses, causing it to attack harmless substances. In some industrialized cities, allergy and asthma cases are rising despite improved hygiene. This pattern implies that exposure to ordinary microbes may be a crucial part of healthy immune development rather than a health threat.",,18,2,ASA - LEG,Inactive,,,Tier 1,73
COR-HLT-022,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"During a recent health emergency, citizens in several towns shared transport and set up free clinics for neighbors who could not reach hospitals. Though the effort was temporary, it showed how universal care might work on a small and inclusive scale. In addition to providing medicine and advice, volunteers built local networks that continued after the crisis, linking families and caregivers. This pattern demonstrates that social solidarity can translate into lasting and measurable health benefits for communities.",,19,2,ESO,Active,,,Tier 1,77
COR-BIO-011,Missing,BIO,,,GPT,CORE,,,SYN,,v1.0,"Research has revealed that plants under attack do not merely suffer in silence. When an insect feeds on their leaves, they emit distinct chemical scents that drift through the air and trigger nearby plants to strengthen their defenses. Some signals even carry information about the kind of pest involved, leading to targeted protective reactions. This finding shows that plants engage in a quiet but sophisticated form of communication once thought to belong only to animals.",,20,2,ASA - LEG,Inactive,,,Tier 1,75
COR-GOV-003,Missing,GOV,,,GPT,CORE,,,SYN,,v1.0,"As voter participation continues to decline, some nations have considered compulsory voting to reinforce civic responsibility and engagement. Authorities in these systems have imposed small fines for abstention, hoping to normalize regular participation in national elections. While the policy seeks to strengthen democracy, critics argue that it converts a right into an obligation, risking resentment among citizens. This debate clearly reveals how measures intended to protect democratic vitality can also challenge individual autonomy in subtle ways.",,21,3,ESO,Active,,,Tier 1,76
COR-SOC-008,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"Public confidence in institutions appears to be fading, yet the cause may lie less in corruption than in overextension. As organizations take on wider missions, they generate expectations they cannot sustain, producing what researchers describe as expectation drift—an incremental widening between what institutions promise and what they can actually deliver. This mismatch erodes credibility even when performance remains adequate. Such patterns imply that trust depends not on moral virtue, but on transparent limits and realistic scope.",,22,3,ASA - LEG,Active,,,Tier 1,77
COR-JUS-008,Missing,JUS,,,GPT,CORE,,,SYN,,v1.0,"Many once believed punishment reduced marijuana use, yet outcomes proved unexpected. When arrests increased, so did illegal sales and growing community distrust toward enforcement agencies. After penalties were lowered and treatment programs expanded nationwide, overall dependency gradually declined. Researchers now suggest that social support networks, not fear or stigma, drive lasting behavioral change. This broader pattern ultimately shows that empathy and inclusion may achieve what coercion and isolation could not.",,23,3,ESO,Active,,,Tier 1,70
COR-SOC-003,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"Today, many people report feeling lonely even while staying in constant online contact with others. Messages and updates arrive all day, yet most exchanges remain brief and easy to replace. This steady flow can weaken social bonds, because attention shifts quickly from one person to the next. Over time, contacts feel thin rather than supportive. This paradox shows that frequent connection does not always lead to care, and may reduce resilience instead.",,24,3,ASA - LEG,Active,,,Tier 1,72
COR-INT-004,Missing,INT,,,GPT,CORE,,,SYN,,v1.0,"Refugee numbers have risen as wars and extreme weather push people across borders. While many assume this reflects law and compassion, analysts note that aging states often expand intake because key jobs go unfilled. However, when arrivals increase quickly, local support systems that train and place newcomers may lag, resulting in tension. Yet that same motive can also weaken planning for schools and housing. This pattern suggests that need, not care alone, can drive choices over time.",,25,3,ESO,Active,,,Tier 0,77
COR-ECN-003,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"Gig work has expanded as technology lowers barriers to short-term jobs, yet this growth produces an unexpected complication. While participation rises, benefit access remains limited, which results in greater exposure to income shocks. This pattern is surprising because increased work availability would normally suggest stability. Instead, flexibility and insecurity advance together, showing that labor trends shaped by platforms can generate structural gaps that are not immediately visible to participants.",,26,3,ASA - LEG,Inactive,,,Tier 0,70
COR-GOV-012,Missing,GOV,,,GPT,CORE,,,SYN,,v1.0,"Extended legislative tenure, the repeated holding of office over many election cycles, is often explained as the outcome of voter loyalty, although closer examination indicates that built-in advantages play a greater role. Because access to fundraising networks and procedural control tends to favor incumbents, competition is gradually reduced. Consequently, support for term limits reflects concern about distorted democratic choice rather than resistance to experience. This perspective reframes political longevity as a systemic effect, not merely a reflection of public preference.",,27,3,ESO,Active,,,Tier 0,81
COR-SOC-007,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"Gentrification, a process shaped by new investment in urban neighborhoods, has increased as funding targets city districts and redevelopment timelines accelerate across multiple housing markets. Although renewal brings new services, a hidden complication follows. Housing costs rise, pushing residents into nearby areas, locations already under rental strain. Consequently, displacement spreads rather than ends. This trend suggests that redevelopment does not simply replace communities in one place but shifts housing pressure across a wider urban landscape.",,28,3,ASA - LEG,Active,,,Tier 1,83
COR-JUS-003,Missing,JUS,,,GPT,CORE,,,SYN,,v1.0,"Support for the death penalty is frequently explained as a response to crime deterrence. Although closer analysis indicates that symbolic demands for retribution play a stronger role. Because these views are reinforced through political discourse, concerns about wrongful convictions are often minimized. Consequently, debates over abolition usually focus less on empirical effectiveness and more on moral consistency, revealing how punishment practices can persist even when their practical benefits remain uncertain.",,29,3,ESO,Inactive,,,Tier 0,70
COR-SOC-005,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"Studies of population change show that falling birth rates correspond more strongly with economic security than with shifts in personal values. Researchers increasingly compare family planning to financial decision-making. When income is uncertain and housing costs rise, long-term commitments are delayed. As a result, fertility declines even when interest in children remains. This comparison suggests that economic conditions shape reproductive choices in ways similar to other risk-based decisions, challenging the belief that attitudes alone explain demographic change.",,30,3,ASA - LEG,Active,,,Tier 1,86
COR-TEC-003,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, social media platforms promote youth protections, presenting age controls as tools for mental health support. Public attention focuses on safety, while a less visible driver is advertisers’ demand for precise audience categories. Stricter age limits often push minors to falsify profiles to retain access. This behavior reduces data accuracy, resulting in unreliable measurements and weaker transparency. These outcomes show how policies meant to protect young users can unintentionally disrupt system integrity.",,31,4,ESO,Active,,,Tier 1,72
COR-TEC-006,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"The spread of machine learning has raised concern about algorithmic bias, usually blamed on poor programming choices. At first, many developers believed errors came from weak optimization or design mistakes. However, analysis shows that training data often contain subtle anomalies drawn from real social patterns. Since these datasets are reused widely, small distortions grow larger over time. This finding indicates that bias often begins before coding, a counterintuitive result that limits simple technical fixes.",,32,4,ASA - LEG,Inactive,,,Tier 1,74
COR-TEC-012,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, AI-generated material appears across digital platforms without clear identification. Public debate focuses on protecting audiences, while a quieter driver involves organizations trying to maintain credibility and public legitimacy. Labeled content is sometimes viewed with suspicion, even when it is accurate. This reaction discourages disclosure, resulting in reduced transparency rather than greater clarity. These outcomes show how efforts to inform users can unintentionally weaken trust instead of strengthening it.",,33,4,ESO,Active,,,Tier 1,70
COR-PHY-003,Missing,PHY,,,GPT,CORE,,,SYN,,v1.0,"Some buildings remain cooler than expected even during extreme heat. This happens because phase-change materials facilitate heat absorption as they melt, quietly controlling thermal flow. When outdoor temperatures rise, extra heat is stored instead of moving indoors, which delays warming. However, after the material fully changes state, this effect fades. This pattern shows that unseen material behavior, rather than insulation thickness alone, plays a key role in thermal regulation.
",,34,4,ASA - LEG,Active,,,Tier 1,70
COR-ECN-008,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"While app-based work offers flexibility, it often leaves workers without stable protections. In response, governments have considered classifying gig workers as employees to guarantee benefits and labor rights. The aim is to reduce insecurity and prevent companies from avoiding responsibility. Some observers note that higher costs could limit job availability on these platforms. These concerns indicate that policies designed to protect workers may also reduce short-term earning options.",,35,4,ESO,Active,,,Tier 1,70
COR-TEC-007,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Institutions using predictive algorithms often promote them as efficient and objective. However, these systems can create feedback loops that favor certain outcomes based on past data and historical institutional practices. As a result, existing patterns may be reinforced over time without clear intent. Moreover, responsibility becomes unclear when automated predictions guide decisions at scale. This situation shows that organizational choices, not just technology, play a major role in amplifying the effects of predictive systems.
",,36,4,ASA - LEG,Inactive,,,Tier 1,74
COR-TEC-018,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"While automated vehicles are promoted as safer than human drivers, their use on public roads creates regulatory challenges. In response, authorities have discussed allowing limited testing under controlled conditions. The goal is to reduce accidents while supporting innovation in transportation systems. Some observers argue that responsibility becomes unclear when automated systems fail. These concerns indicate that safety improvements may be accompanied by legal uncertainty, which complicates decisions about widespread adoption.
",,37,4,ESO,Active,,,Tier 1,70
COR-PHY-006,Missing,PHY,,,GPT,CORE,,,SYN,,v1.0,"Synthetic materials that create electricity when compressed have connected physics with everyday infrastructure in surprising ways. Since these engineered materials turn pressure into electrical energy, researchers have tested them in bridges and walkways. Ongoing vibrations allow small amounts of power to be produced during routine activity without extra effort. Unexpectedly, ordinary environments become useful energy sources. This case shows how designed materials can expand where and how energy is gathered.",,38,4,ASA - LEG,Active,,,Tier 1,70
COR-TEC-025,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Genetic engineering is often framed as a tool for treating disease, driven by rapid scientific progress for therapeutic purposes. However, once such practices become accepted within medical contexts, expectations may expand beyond health needs alone, even if initial safeguards are imposed. Enhancements unrelated to medicine could appear more reasonable over time, particularly as social comparisons intensify and technological access widens. This outcome suggests that allowing limited genetic changes may slowly reshape social norms, resulting in broader acceptance rather than remaining strictly controlled by original intentions.
",,39,4,ESO,Active,,,Tier 1,85
COR-TEC-009,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"When autonomous vehicles fail, the cause is often assumed to be defective technology, yet analysis shows that training methods play a larger role. Systems learn mainly from common driving patterns, which leaves unusual situations poorly understood. Furthermore, efforts to improve overall accuracy can reduce attention to rare events. As a result, failures reflect design priorities rather than simple technical mistakes. This explanation reframes the problem as a training challenge, not a hardware limitation.",,40,4,ASA - LEG,Active,,,Tier 1,73
COR-EDU-003,Missing,EDU,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, state-funded college promise programs and tuition-free community college initiatives are linked to higher enrollment. Public debate focuses on fairness, while a quieter driver is the effort to expand the skilled workforce. However, rapid enrollment growth can overwhelm campuses and instructional resources at under-resourced public institutions. This strain reduces advising and support services, resulting in lower completion rates for some students. These outcomes show how expanding access through limited U.S. programs can unintentionally affect educational quality over time and across states.",,41,5,ESO,Active,,,Tier 2,81
COR-BIO-001,Missing,BIO,,,GPT,CORE,,,SYN,,v1.0,"Invasive species are often blamed for direct ecological damage, yet their most severe effects operate through indirect mechanisms. When a non-native organism enters an ecosystem, it can alter feeding relationships, which reshapes resource distribution and triggers cascading changes. Although initial impacts may appear limited, these linked effects accumulate across species over time. Consequently, ecosystems can become less stable without obvious collapse. This pattern demonstrates that disruption frequently emerges from networked interactions, rather than from the dominance of a single aggressive species.",,42,5,ASA - LEG,Active,,,Tier 1,81
COR-HLT-008,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"Opt-out organ donation policies are often credited with improving supply, particularly in countries seeking rapid systemic reform. At first, officials believed that changing legal defaults would automatically raise participation. Yet evidence shows that family refusal frequently nullifies formal consent at the bedside. In addition, hospital procedures differ widely due to staffing constraints and risk-averse institutional norms. This pattern indicates that institutional practice, rather than public belief, largely determines whether organs are ultimately donated.",,43,5,ESO,Active,,,Tier 1,73
COR-SCI-004,Missing,SCI,,,GPT,CORE,,,SYN,,v1.0,"A recent study has found that stress hormones can support memory formation, despite their negative reputation. While extended stress weakens recall, short periods of hormonal activation during learning appear to strengthen consolidation, leading to more stable memories. In controlled experiments, individuals under mild pressure recalled information more reliably several days later. However, this effect fades when stress becomes excessive. Such findings indicate that stress plays a complex and counterintuitive role in shaping learning outcomes.",,44,5,ASA - LEG,Inactive,,,Tier 1,74
COR-GOV-008,Missing,GOV,,,GPT,CORE,,,SYN,,v1.0,"
Campaigns are often criticized for depending on large financial supporters, which elevates some voices over others. This pattern is reinforced by systems that favor scale, giving repeat donors lasting influence over agenda-setting and candidate access in competitive races. As a result, candidates may prioritize narrow interests instead of public needs. These patterns suggest that the problem lies less with individuals and more with institutional incentives, an insight that complicates simple legal fixes.

",,45,5,ESO,Active,,,Tier 1,72
COR-ENV-006,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"Recent climate research has highlighted a less visible risk linked to Arctic warming, including subsurface anomalies. While surface ice loss is easy to observe, scientists have found that thawing frozen soils release methane from long-stable ground layers, strengthening atmospheric heat retention. For example, field measurements show higher emissions after unusually warm summers. However, this process often goes unnoticed. Such findings suggest that climate change may advance faster than expected due to hidden subsurface mechanisms.
",,46,5,ASA - LEG,Active,,,Tier 2,74
COR-TEC-008,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"Facial recognition is blamed for expanding institutional surveillance in public spaces. However, this pattern is driven largely by institutional incentives that reward wide deployment. Because technology firms benefit from collecting large data sets, use often spreads beyond its original purpose. As a result, banning public applications alone may not slow expansion, especially when commercial dependence shapes procurement decisions. This pattern shows that market-based incentives, rather than security needs, sustain surveillance growth across cities under fragmented regulatory oversight regimes worldwide today.",,47,5,ESO,Inactive,,,Tier 1,80
COR-ECN-006,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"Housing affordability has declined steadily, a change often attributed to population growth or urban demand. This is because housing prices increasingly rise faster than wages, making ownership difficult for younger workers. Additionally, families with existing property can transfer accumulated value across generations, reinforcing consolidation of advantages unrelated to income. Over time, this dynamic shifts wealth upward by age rather than effort. Such mechanisms illustrate how housing markets operate as engines of inequality, not neutral economic spaces.",,48,5,ASA - LEG,Active,,,Tier 2,76
COR-CUL-005,Missing,CUL,,,GPT,CORE,,,SYN,,v1.0,"While cultural exchange has long contributed to artistic development, debates about cultural appropriation increasingly emphasize the need for protection. Supporters of regulation argue that limits can prevent exploitation of marginalized communities. However, critics note that cultural expression often relies on shared influence rather than clear ownership. As a result, legal controls may unintentionally restrict creative dialogue. This tension indicates that protecting cultural integrity through regulation can conflict with the fluid nature of artistic interaction.",,49,5,ESO,Active,,,Tier 1,74
COR-SOC-001,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"Increasingly, remote work has encouraged a reversal in familiar urban migration patterns, which is often described as flexible and efficient. Although online connectivity reduces the need for proximity, the movement is shaped by cost concerns and lifestyle adjustment. However, smaller cities receiving newcomers experience housing pressure and service strain. As a result, this shift creates similar challenges in new places, showing that apparent freedom may simply relocate urban constraints nationally.","Anchoring_Stabilization, MF_Adjustment",50,5,ASA - LEG,Inactive,,,Tier 1,70
COR-WRK-012,Missing,WRK,,,GPT,CORE,,,SYN,,v1.0,"While stagnant wages have intensified economic insecurity for low-income workers, governments have increasingly debated raising the statutory minimum wage. In response, regulators have proposed higher pay floors to promote fairness and household stability across sectors. The intention is to reduce poverty by boosting earnings directly. However, critics contend that such mandates can undercut small employers, resulting in reduced hiring or informal work. These tensions suggest wage policy may produce paradoxical effects across different labor markets.",,51,6,ESO,Active,,,Tier 2,75
COR-HLT-004,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"Research indicates that gut bacteria play a role in mood in addition to digestion. This occurs because certain microbes release chemical signals that support communication with the brain. Surprisingly, these signals travel through nerve pathways rather than conscious awareness. When the gut environment is disrupted by stress or illness, this beneficial connection becomes weaker. This pattern suggests that mental health may rely on body systems once considered separate and unrelated.",,52,6,ASA - LEG,Inactive,,,Tier 0,70
COR-ENV-003,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"Many governments debate whether companies should disclose their carbon footprint to the public. Supporters argue that transparency and public accountability can influence consumer behavior and encourage cleaner production, while critics warn about added reporting costs. However, research in several industries shows that disclosure sometimes leads firms to report higher emissions because measurement becomes more accurate. As a result, public data may initially look worse, yet it can still support long-term environmental improvement.",,53,6,ESO,Active,,,Tier 2,72
COR-TEC-011,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"In recent years, solar installations have expanded rapidly as panel efficiency steadily improves. Much of this progress is attributed to better materials and brighter exposure, which seem to promise higher output. However, there is an ironic complication: rising operating temperatures can erode those gains. Excess heat elevates electrical resistance, resulting in measurable energy losses during peak sunlight. This tension means that greater exposure does not automatically yield better results, complicating assumptions about renewable optimization.",,54,6,ASA - LEG,Active,,,Tier 2,74
COR-INT-006,Missing,INT,,,GPT,CORE,,,SYN,,v1.0,"Refugee dependency, a condition of long-term reliance on public support, is often explained as a failure to adapt to life in host countries. At first, officials believed that personal effort determined whether refugees became self-supporting. However, closer review shows that unclear legal status limits access to work and housing. Over time, these limits reduce independence and delay participation in society. This pattern suggests that dependency comes less from individual choices than from unstable rules.",,55,6,ESO,Active,,,Tier 0,74
COR-SCI-008,Missing,SCI,,,GPT,CORE,,,SYN,,v1.0,"Evidence from behavior studies suggests that boredom may support creativity rather than block it. Researchers found that people who completed repetitive tasks later produced more original ideas during follow-up activities. While focus is usually believed to drive innovation, low stimulation can encourage different ways of thinking instead. This happens because a mind with little to do moves away from routine tasks and forms new connections. These findings challenge the belief that creativity depends on constant mental effort and steady attention.",,56,6,ASA - LEG,Active,,,Tier 0,80
COR-INT-008,Missing,INT,,,GPT,CORE,,,SYN,,v1.0,"It is often assumed that labor standards in trade agreements mainly restrict economic growth. Yet closer analysis suggests a reversal. Improved working conditions can raise productivity, stabilize labor markets, and support long-term development. Countries with stronger protections may experience fewer disruptions from labor unrest. Meanwhile, weak standards can encourage short-term gains that undermine sustainable growth. This pattern indicates that labor protections may strengthen, rather than weaken, economic performance over time.",,57,6,ESO,Active,,,Tier 2,70
COR-PHY-007,Missing,PHY,,,GPT,CORE,,,SYN,,v1.0,"Aerogel provides strong insulation because its internal structure slows the movement of heat. This happens when air is held inside a rigid, air-filled framework, which prevents heat from spreading easily throughout the material. However, the same framework creates fragility, so the material breaks under pressure during normal handling or use. Consequently, the science shows that improving insulation performance can weaken physical strength. Such tradeoffs suggest that material design often depends on balance in real-world applications.
",,58,6,ASA - LEG,Not Started,,,Tier 1,75
COR-HLT-018,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"
Increasingly, governments consider warning labels on processed foods as a public health tool to improve transparency and guide consumer choice. The trend is driven by rising diet-related illness and demands for clearer information. However, research suggests an ironic complication: frequent exposure to warnings can desensitize consumers. Over time, these notices may be treated as background noise, resulting in reduced impact on purchasing decisions. This outcome highlights how repeated health messaging can paradoxically diminish behavioral change.

",,59,6,ESO,Active,,,Tier 2,75
COR-BIO-007,Missing,BIO,,,GPT,CORE,,,SYN,,v1.0,"Field surveys in urban neighborhoods indicate that coyotes move through the city in ways that resemble human commuting. Transportation models describe these paths as flows shaped by bottlenecks. Because fences and lighting redirect animals, planners can predict likely routes across streets and lots. Unexpectedly, small gaps in walls may reduce conflict more than large removals, since they spread movement. This cross-domain view suggests that coexistence depends on design choices rather than constant chasing.
",,60,6,ASA - LEG,Inactive,,,Tier 1,73
COR-EDU-012,Missing,EDU,,,GPT,CORE,,,SYN,,v1.0,"As online information plays an increasingly central role in society, many educators support making critical media literacy a required subject. They argue that students need structured guidance to evaluate sources, recognize manipulation, and navigate misinformation independently. The goal is to strengthen informed participation in civic life. However, critics warn that mandated instruction may introduce institutional bias or narrow acceptable viewpoints. This tension shows that teaching critical skills can paradoxically intensify disputes over whose standards should define credible knowledge.",,61,7,ESO,Active,,,Tier 2,78
COR-SCI-006,Missing,SCI,,,GPT,CORE,,,SYN,,v1.0,"Studies have found that bilingual adults often experience slower cognitive decline, which contrasts with common beliefs about language learning. Although knowing extra words is not inherently protective, managing two languages exercises attention and control. In some cases, bilingual speakers perform better on simple focus tasks than peers with similar schooling. This evidence suggests that regular mental effort, not only education, can help support the brain’s accumulated capacity to resist decline over time.",,62,7,ASA - LEG,Active,,,Tier 2,72
COR- HLT-025,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"Although consumer protection laws govern most medical products, alternative medicine frequently falls under regulatory exemptions that reduce formal oversight. Increasingly, unverified supplements and therapies are sold through wellness networks that encourage people to rely on personal judgment rather than medical authority. As a result, harmful interactions and side effects are often detected late, resulting in preventable health complications. This pattern is counterintuitive because users assume lower risk when treatments appear natural. Such discrepancies suggest that limited regulation could improve safety without restricting personal choice.",,63,7,ESO,Active,,,Tier 2,84
COR-ENV-013,Missing,ENV,,,GPT,CORE,,,SYN,,v1.0,"Many western forests now experience unusually intense wildfires. This occurs because long-standing suppression policies interrupted natural fire cycles, limiting the small, low-intensity burns that once occurred naturally and reduced undergrowth. Historically, those frequent fires maintained ecological balance across many landscapes and seasons. Furthermore, accumulated debris now dries readily during heat waves. Such patterns illustrate that removing a natural disturbance can destabilize systems, turning safety measures into drivers of greater environmental vulnerability.",,64,7,ASA - LEG,Inactive,,,Tier 2,71
COR-GOV-018,Missing,GOV,,,GPT,CORE,,,SYN,,v1.0,"For years, political systems have been criticized for tolerating lobbying—professional advocacy aimed at shaping public policy—without consistent oversight. Driven by concentrated resources, this practice allows certain interests to circumvent transparency norms, resulting in disproportionate access to decision-makers. Consequently, policy outcomes may reflect organizational priorities rather than public needs. Less-resourced organizations are effectively deprived of comparable influence. These dynamics illustrate a counterintuitive imbalance, as open access frameworks can consolidate power instead of broadening representation.",,65,7,ESO,Active,,,Tier 2,75
COR-ECN-005,Missing,ECN,,,GPT,CORE,,,SYN,,v1.0,"Many companies publish sustainability reports to appear environmentally responsible, particularly in response to public scrutiny. These reports often focus on small positive actions while leaving out information about pollution or resource use across core operations. This practice, known as greenwashing, can mislead the public by exaggerating progress. When observers rely on reported claims, they may believe a company is improving even when its business practices remain unchanged. This pattern suggests that symbolic communication can shape perceptions without reflecting measurable environmental performance.",,66,7,ASA - LEG,Active,,,Tier 2,81
COR-TEC-022,Missing,TEC,,,GPT,CORE,,,SYN,,v1.0,"While data collection underpins many digital services, data brokers—companies that aggregate and sell personal information from multiple sources—often operate with limited oversight. These firms compile detailed consumer profiles that are exchanged among advertisers, insurers, and employers, frequently without explicit consent. As a result, individuals may face discrimination based on inaccurate or outdated data. This outcome is counterintuitive because information sharing is promoted as efficient. Such practices suggest that stronger regulation could reduce risk without dismantling digital markets.",,67,7,ESO,Active,,,Tier 2,79
COR-BIO-006,Missing,BIO,,,GPT,CORE,,,SYN,,v1.0,"Whale songs were once assumed to be fixed signals shaped mainly by genetics. However, long-term observation shows that these vocal patterns change over time as groups adopt new sequences from neighboring populations. This occurs because individuals learn and imitate novel sounds, allowing songs to spread across oceans. Such transmission resembles cultural exchange rather than instinct alone. These findings suggest that animal communication can evolve through shared learning, not just biological inheritance.",,68,7,ASA - LEG,Inactive,,,Tier 2,71
COR-SOC-010,Missing,SOC,,,GPT,CORE,,,SYN,,v1.0,"Regulating harmful online content is often expected to reduce digital damage across major platforms. However, when stricter moderation is imposed, users seeking to avoid enforcement may migrate toward smaller sites or private groups, where rules are more inconsistently applied. Paradoxically, visible harm appears reduced on large networks even though the material continues elsewhere. Similar patterns emerge in other policy areas, where problems are displaced rather than resolved. These dynamics suggest moderation rules should consider where online content relocates, not only how quickly it is removed.",,69,7,ESO,Active,,,Tier 1,85
COR-HLT-006,Missing,HLT,,,GPT,CORE,,,SYN,,v1.0,"Cancer screening programs are widely promoted as tools for early detection and improved survival. However, research indicates that expanded screening can also identify slow-growing abnormalities that would never cause symptoms. This occurs because increasingly sensitive tests detect minor changes, leading to overdiagnosis and inadvertent unnecessary treatment. Such interventions may expose patients to harm without clear benefit. These findings suggest that more screening does not always translate into better health outcomes.",,70,7,ASA - LEG,Inactive,,,Tier 1,70
COR-EDU-005,Missing,EDU,,,GPT,CORE,,,SYN,,v1.0,"Across many education systems, vocational education has expanded in response to persistent labor shortages. This trend reflects pressure on schools to deliver measurable economic outcomes rather than broad academic development. As resources shift toward technical programs, traditional subjects may receive less emphasis. Consequently, institutional priorities can reshape student pathways in uneven ways. These developments highlight an unintended effect, as aligning education with labor demand may limit curricular balance and long-term adaptability.
",,71,8,ESO,Active,,,Tier 2,71
COR-SCI-003,Missing,SCI,,,GPT,CORE,,,SYN,,v1.0,"A recent study has found that multitasking often undermines cognitive performance, although it is widely assumed to improve efficiency. While participants attempted to manage multiple tasks simultaneously, neural resources were fragmented, resulting in slower processing speeds. For instance, brief task interruptions frequently increased error rates during problem-solving exercises. Such findings suggest that divided attention produces diminishing returns, meaning that adding tasks can paradoxically reduce overall output rather than enhance productivity.",,72,8,ASA - LEG,Inactive,,,Tier 2,70
COR-WRK-008,Missing,WRK,,,GPT,CORE,,,SYN,,v1.0,Opposition to extending parental leave often assumes that long absences weaken employee commitment and productivity. Yet research shows that employees who receive longer leave often return more loyal to their jobs. Time away can reduce early stress and make it easier for parents to remain in the workforce. This result is unexpected because long absences are usually seen as harmful to productivity. These findings suggest that extended parental leave may help workers stay employed rather than encourage withdrawal.,,73,8,ESO,Active,,,Tier 2,78
